ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
210395_x_at	1.69e-01	8.10e-02	1.77	-5.145656	0.41618258	MYL4	myosin light chain 4
1569468_at	1.69e-01	8.10e-02	-1.77	-5.145818	-0.71712826	ZNF876P	zinc finger protein 876, pseudogene
206101_at	1.69e-01	8.10e-02	-1.77	-5.145933	-0.63064871	ECM2	extracellular matrix protein 2
237116_at	1.70e-01	8.10e-02	-1.77	-5.146135	-0.52032581	LOC646903	uncharacterized LOC646903
207714_s_at	1.70e-01	8.10e-02	-1.77	-5.146269	-0.33165221	SERPINH1	serpin family H member 1
203669_s_at	1.70e-01	8.11e-02	1.77	-5.146345	0.14527895	DGAT1	diacylglycerol O-acyltransferase 1
240682_at	1.70e-01	8.11e-02	-1.77	-5.146809	-0.53396853	LINC00293	long intergenic non-protein coding RNA 293
1559033_at	1.70e-01	8.11e-02	-1.77	-5.147141	-0.28760173	LINC01018	long intergenic non-protein coding RNA 1018
1569496_s_at	1.70e-01	8.12e-02	-1.77	-5.14736	-0.27317767	LOC100130872	uncharacterized LOC100130872
218581_at	1.70e-01	8.12e-02	1.77	-5.148007	0.12585714	ABHD4	abhydrolase domain containing 4
207893_at	1.70e-01	8.14e-02	-1.76	-5.149606	-0.4305462	SRY	sex determining region Y
202962_at	1.70e-01	8.14e-02	1.76	-5.14992	0.23000642	KIF13B	kinesin family member 13B
1561571_at	1.70e-01	8.14e-02	1.76	-5.150208	0.25287401		
1562831_a_at	1.70e-01	8.14e-02	-1.76	-5.150283	-0.29695087	WDR11-AS1	WDR11 antisense RNA 1
209622_at	1.70e-01	8.15e-02	1.76	-5.150329	0.15846064	STK16	serine/threonine kinase 16
211562_s_at	1.70e-01	8.15e-02	1.76	-5.150722	0.52067386	LMOD1	leiomodin 1
218110_at	1.70e-01	8.16e-02	-1.76	-5.151355	-0.18202339	XAB2	XPA binding protein 2
1562938_at	1.70e-01	8.16e-02	-1.76	-5.151379	-0.55565625	FAHD2CP	fumarylacetoacetate hydrolase domain containing 2C, pseudogene
232294_at	1.70e-01	8.16e-02	-1.76	-5.151592	-0.42196529	TMEM254-AS1	TMEM254 antisense RNA 1
209481_at	1.70e-01	8.16e-02	-1.76	-5.152003	-0.11383979	SNRK	SNF related kinase
213540_at	1.70e-01	8.16e-02	-1.76	-5.152277	-0.22231963	HSD17B8	hydroxysteroid 17-beta dehydrogenase 8
231632_at	1.70e-01	8.17e-02	1.76	-5.152378	0.49751571	ERICH4	glutamate rich 4
235382_at	1.71e-01	8.18e-02	-1.76	-5.153394	-0.55358783	LVRN	laeverin
214628_at	1.71e-01	8.18e-02	1.76	-5.153702	0.21306477	NHLH1	nescient helix-loop-helix 1
231828_at	1.71e-01	8.18e-02	-1.76	-5.154002	-0.36185644	PSMD5-AS1	PSMD5 antisense RNA 1 (head to head)
213775_x_at	1.71e-01	8.18e-02	1.76	-5.154049	0.12563133	ZNF638-IT1///ZNF638	ZNF638 intronic transcript 1///zinc finger protein 638
226042_at	1.71e-01	8.18e-02	-1.76	-5.154145	-0.09913919	EDC3	enhancer of mRNA decapping 3
223436_s_at	1.71e-01	8.19e-02	1.76	-5.154464	0.11932521	TRPT1	tRNA phosphotransferase 1
219882_at	1.71e-01	8.19e-02	1.76	-5.154739	0.57935654	TTLL7	tubulin tyrosine ligase like 7
219946_x_at	1.71e-01	8.19e-02	-1.76	-5.154978	-0.35182394	MYH14	myosin, heavy chain 14, non-muscle
228055_at	1.71e-01	8.20e-02	-1.76	-5.155433	-0.32597649	NAPSB	napsin B aspartic peptidase, pseudogene
202635_s_at	1.71e-01	8.20e-02	1.76	-5.155984	0.11562006	POLR2K	RNA polymerase II subunit K
1552569_a_at	1.71e-01	8.20e-02	1.76	-5.156145	0.50797569	RTP3	receptor transporter protein 3
208611_s_at	1.71e-01	8.20e-02	-1.76	-5.156201	-0.1647168	SPTAN1	spectrin alpha, non-erythrocytic 1
239650_at	1.71e-01	8.21e-02	-1.76	-5.156466	-0.75888868	NCKAP5	NCK associated protein 5
236320_at	1.71e-01	8.21e-02	1.76	-5.15706	0.23082192	CCDC17	coiled-coil domain containing 17
203188_at	1.71e-01	8.22e-02	-1.76	-5.157338	-0.15082073	B4GAT1	beta-1,4-glucuronyltransferase 1
239552_at	1.71e-01	8.22e-02	-1.76	-5.157649	-0.67226587	VWDE	von Willebrand factor D and EGF domains
242226_at	1.71e-01	8.22e-02	-1.76	-5.157956	-0.44819222	GS1-279B7.1	microtubule associated protein 1 light chain 3 beta pseudogene
222744_s_at	1.71e-01	8.22e-02	1.76	-5.158114	0.13987504	TMLHE	trimethyllysine hydroxylase, epsilon
206439_at	1.71e-01	8.23e-02	-1.76	-5.158477	-0.68789041	EPYC	epiphycan
223601_at	1.72e-01	8.24e-02	-1.76	-5.159781	-0.35821488	OLFM2	olfactomedin 2
206768_at	1.72e-01	8.24e-02	-1.76	-5.159794	-0.59220935	RPL3L	ribosomal protein L3 like
236407_at	1.72e-01	8.24e-02	1.76	-5.16008	0.58209245	KCNE1	potassium voltage-gated channel subfamily E regulatory subunit 1
214913_at	1.72e-01	8.25e-02	-1.76	-5.160301	-0.50718302	ADAMTS3	ADAM metallopeptidase with thrombospondin type 1 motif 3
234294_x_at	1.72e-01	8.25e-02	1.76	-5.160542	0.11348389	GATAD2A	GATA zinc finger domain containing 2A
218659_at	1.72e-01	8.25e-02	-1.76	-5.160841	-0.12054438	ASXL2	additional sex combs like 2, transcriptional regulator
223077_at	1.72e-01	8.25e-02	-1.76	-5.16085	-0.15480726	TMOD3	tropomodulin 3
238853_at	1.72e-01	8.26e-02	-1.76	-5.161605	-0.18249941	RAB3IP	RAB3A interacting protein
1568868_at	1.72e-01	8.26e-02	-1.76	-5.161618	-0.52313077	CYP27C1	cytochrome P450 family 27 subfamily C member 1
223162_s_at	1.72e-01	8.26e-02	-1.76	-5.16164	-0.15049659	KIAA1147	KIAA1147
229723_at	1.72e-01	8.26e-02	-1.76	-5.161846	-0.13523586	TAGAP	T-cell activation RhoGTPase activating protein
235134_at	1.72e-01	8.26e-02	-1.76	-5.162062	-0.20080123		
237613_at	1.72e-01	8.27e-02	-1.76	-5.162461	-0.31054206	FOXR1	forkhead box R1
236954_at	1.72e-01	8.28e-02	-1.76	-5.163652	-0.31748411	BOLL	boule homolog, RNA binding protein
202615_at	1.72e-01	8.29e-02	1.76	-5.164353	0.17284736	GNAQ	G protein subunit alpha q
1559034_at	1.72e-01	8.29e-02	1.76	-5.164894	0.29268442	SIRPB2	signal regulatory protein beta 2
226970_at	1.72e-01	8.29e-02	-1.76	-5.165002	-0.14936896	FBXO33	F-box protein 33
235775_at	1.72e-01	8.29e-02	-1.76	-5.165017	-0.33521858	TMTC2	transmembrane and tetratricopeptide repeat containing 2
205514_at	1.73e-01	8.30e-02	-1.76	-5.165199	-0.40867751	ZNF415	zinc finger protein 415
224955_at	1.73e-01	8.30e-02	-1.76	-5.165548	-0.42968555	TEAD1	TEA domain transcription factor 1
236745_at	1.73e-01	8.31e-02	-1.75	-5.166379	-0.41622333	CCDC78	coiled-coil domain containing 78
227860_at	1.73e-01	8.31e-02	1.75	-5.166885	0.36556637	CPXM1	carboxypeptidase X, M14 family member 1
203665_at	1.73e-01	8.33e-02	1.75	-5.168423	0.27636381	HMOX1	heme oxygenase 1
217957_at	1.73e-01	8.34e-02	-1.75	-5.169225	-0.09743336	CFAP20	cilia and flagella associated protein 20
202038_at	1.73e-01	8.34e-02	-1.75	-5.169556	-0.07532119	UBE4A	ubiquitination factor E4A
233661_at	1.73e-01	8.35e-02	-1.75	-5.170202	-0.53251378	LINC00557	long intergenic non-protein coding RNA 557
203272_s_at	1.73e-01	8.35e-02	1.75	-5.170403	0.13592927	TUSC2	tumor suppressor candidate 2
225306_s_at	1.74e-01	8.35e-02	1.75	-5.170947	0.20750679	SLC25A29	solute carrier family 25 member 29
204382_at	1.74e-01	8.36e-02	-1.75	-5.171427	-0.14443762	NAT9	N-acetyltransferase 9 (putative)
205620_at	1.74e-01	8.36e-02	-1.75	-5.17153	-0.48380988	F10	coagulation factor X
227948_at	1.74e-01	8.37e-02	1.75	-5.172665	0.25199581	FGD4	FYVE, RhoGEF and PH domain containing 4
203406_at	1.74e-01	8.37e-02	1.75	-5.172771	0.15924881	MFAP1	microfibrillar associated protein 1
1563053_at	1.74e-01	8.38e-02	1.75	-5.173517	0.5456631	LOC729083	uncharacterized LOC729083
231044_at	1.74e-01	8.39e-02	-1.75	-5.174303	-0.4192649	C1orf194	chromosome 1 open reading frame 194
205894_at	1.74e-01	8.39e-02	-1.75	-5.174551	-0.315253	ARSE	arylsulfatase E (chondrodysplasia punctata 1)
203026_at	1.74e-01	8.40e-02	1.75	-5.175284	0.14154461	ZBTB5	zinc finger and BTB domain containing 5
215847_at	1.74e-01	8.40e-02	-1.75	-5.175445	-0.61519195	LOC101930458///HERC2P3	uncharacterized LOC101930458///hect domain and RLD 2 pseudogene 3
209639_s_at	1.74e-01	8.40e-02	1.75	-5.175599	0.59210302	RGS12	regulator of G-protein signaling 12
229146_at	1.75e-01	8.41e-02	-1.75	-5.176689	-0.13573765	C7orf31	chromosome 7 open reading frame 31
215274_at	1.75e-01	8.42e-02	-1.75	-5.176812	-0.24234215	SLC12A3	solute carrier family 12 member 3
206499_s_at	1.75e-01	8.43e-02	1.75	-5.178094	0.13745291	RCC1	regulator of chromosome condensation 1
206568_at	1.75e-01	8.44e-02	1.75	-5.17885	0.42917342	TNP1	transition protein 1
213190_at	1.75e-01	8.44e-02	-1.75	-5.179368	-0.12848334	COG7	component of oligomeric golgi complex 7
229909_at	1.75e-01	8.44e-02	1.75	-5.179519	0.57519939	B4GALNT3	beta-1,4-N-acetyl-galactosaminyltransferase 3
202431_s_at	1.75e-01	8.44e-02	1.75	-5.179571	0.32527407	MYC	v-myc avian myelocytomatosis viral oncogene homolog
224967_at	1.75e-01	8.45e-02	1.75	-5.179747	0.24127218	UGCG	UDP-glucose ceramide glucosyltransferase
221318_at	1.75e-01	8.45e-02	-1.75	-5.179832	-0.55182532	NEUROD4	neuronal differentiation 4
226790_at	1.75e-01	8.45e-02	-1.75	-5.180413	-0.19519507	MORN2	MORN repeat containing 2
203313_s_at	1.75e-01	8.45e-02	-1.75	-5.180591	-0.14124155	TGIF1	TGFB induced factor homeobox 1
242543_at	1.75e-01	8.46e-02	-1.75	-5.180815	-0.46043935	SH2D6	SH2 domain containing 6
212697_at	1.75e-01	8.46e-02	-1.75	-5.181169	-0.11211855	FAM134C	family with sequence similarity 134 member C
238581_at	1.75e-01	8.47e-02	-1.75	-5.181796	-0.31689489	GBP5	guanylate binding protein 5
1553706_at	1.75e-01	8.47e-02	-1.75	-5.182025	-0.50350411	HTRA4	HtrA serine peptidase 4
229032_at	1.75e-01	8.47e-02	1.75	-5.182026	0.25504429	WSCD2	WSC domain containing 2
218069_at	1.76e-01	8.47e-02	1.75	-5.182418	0.17208192	DCTPP1	dCTP pyrophosphatase 1
202053_s_at	1.76e-01	8.48e-02	-1.75	-5.182651	-0.13071439	ALDH3A2	aldehyde dehydrogenase 3 family member A2
207191_s_at	1.76e-01	8.50e-02	-1.74	-5.184624	-0.51306557	ISLR	immunoglobulin superfamily containing leucine rich repeat
1562267_s_at	1.76e-01	8.50e-02	-1.74	-5.184776	-0.37364472	ZNF709	zinc finger protein 709
200691_s_at	1.76e-01	8.50e-02	-1.74	-5.184958	-0.10517473	HSPA9	heat shock protein family A (Hsp70) member 9
202203_s_at	1.76e-01	8.50e-02	1.74	-5.185039	0.42518809	AMFR	autocrine motility factor receptor
206585_at	1.76e-01	8.50e-02	1.74	-5.185049	0.47923788	MKRN3	makorin ring finger protein 3
226001_at	1.76e-01	8.50e-02	-1.74	-5.185195	-0.16252356	KLHL5	kelch like family member 5
202834_at	1.76e-01	8.50e-02	-1.74	-5.185232	-0.39047688	AGT	angiotensinogen
208353_x_at	1.76e-01	8.51e-02	1.74	-5.185532	0.40372611	ANK1	ankyrin 1
1552950_at	1.76e-01	8.51e-02	-1.74	-5.185694	-0.54452275	CFAP161	cilia and flagella associated protein 161
215380_s_at	1.76e-01	8.51e-02	1.74	-5.185774	0.09351885	GGCT	gamma-glutamylcyclotransferase
217302_at	1.76e-01	8.51e-02	-1.74	-5.185888	-0.51454106	OR2F2	olfactory receptor family 2 subfamily F member 2
235666_at	1.76e-01	8.52e-02	-1.74	-5.186545	-0.38270259	ITGA8	integrin subunit alpha 8
214088_s_at	1.76e-01	8.52e-02	-1.74	-5.186749	-0.23111725	FUT3	fucosyltransferase 3 (Lewis blood group)
232577_at	1.76e-01	8.52e-02	-1.74	-5.186763	-0.39124784	LOC145945	uncharacterized LOC145945
243309_at	1.76e-01	8.52e-02	1.74	-5.186825	0.29937392	C15orf65	chromosome 15 open reading frame 65
228912_at	1.76e-01	8.53e-02	-1.74	-5.187404	-0.36578765	VIL1	villin 1
208314_at	1.76e-01	8.54e-02	-1.74	-5.188272	-0.47713429	RRH	retinal pigment epithelium-derived rhodopsin homolog
1562601_at	1.76e-01	8.54e-02	1.74	-5.188323	0.51814467	LINC01121	long intergenic non-protein coding RNA 1121
219230_at	1.76e-01	8.54e-02	-1.74	-5.188349	-0.58372358	TMEM100	transmembrane protein 100
223896_at	1.76e-01	8.54e-02	-1.74	-5.188418	-0.45487974	FKSG29	FKSG29
203675_at	1.76e-01	8.54e-02	1.74	-5.18849	0.20963617	NUCB2	nucleobindin 2
1564463_at	1.77e-01	8.54e-02	-1.74	-5.188846	-0.36914336	KLF13	Kruppel like factor 13
226455_at	1.77e-01	8.54e-02	-1.74	-5.189111	-0.13604724	CREB3L4	cAMP responsive element binding protein 3 like 4
203812_at	1.77e-01	8.55e-02	1.74	-5.189264	0.2611373	SLIT3	slit guidance ligand 3
207663_x_at	1.77e-01	8.55e-02	-1.74	-5.189594	-0.47298187	GAGE3	G antigen 3
205484_at	1.77e-01	8.55e-02	1.74	-5.19001	0.2309393	SIT1	signaling threshold regulating transmembrane adaptor 1
37408_at	1.77e-01	8.55e-02	1.74	-5.190136	0.30705326	MRC2	mannose receptor C type 2
215356_at	1.77e-01	8.56e-02	1.74	-5.190713	0.39982491	TDRD12	tudor domain containing 12
1552398_a_at	1.77e-01	8.57e-02	1.74	-5.191119	0.34637155	CLEC12A	C-type lectin domain family 12 member A
1562762_at	1.77e-01	8.57e-02	-1.74	-5.191326	-0.55253958	C3orf56	chromosome 3 open reading frame 56
244889_at	1.77e-01	8.57e-02	1.74	-5.191337	0.52204572	LOC400499///LOC388210	vitellogenin///uncharacterized LOC388210
224808_s_at	1.77e-01	8.57e-02	-1.74	-5.191766	-0.14811125	GET4	golgi to ER traffic protein 4
214858_at	1.77e-01	8.57e-02	-1.74	-5.191814	-0.48766952	PP14571	uncharacterized LOC100130449
227804_at	1.77e-01	8.57e-02	1.74	-5.191982	0.47649649	TLCD1	TLC domain containing 1
209344_at	1.77e-01	8.58e-02	-1.74	-5.192052	-0.20619657	TPM4	tropomyosin 4
205561_at	1.77e-01	8.58e-02	1.74	-5.192078	0.42284967	KCTD17	potassium channel tetramerization domain containing 17
201000_at	1.77e-01	8.58e-02	1.74	-5.192189	0.16358682	AARS	alanyl-tRNA synthetase
209420_s_at	1.77e-01	8.58e-02	-1.74	-5.192519	-0.11285639	SMPD1	sphingomyelin phosphodiesterase 1
204812_at	1.77e-01	8.58e-02	-1.74	-5.19256	-0.10004249	ZW10	zw10 kinetochore protein
225313_at	1.77e-01	8.58e-02	1.74	-5.192692	0.13715393	FAM217B	family with sequence similarity 217 member B
1557567_a_at	1.77e-01	8.59e-02	-1.74	-5.193151	-0.44220207	LOC100507634	uncharacterized LOC100507634
224621_at	1.77e-01	8.59e-02	-1.74	-5.193339	-0.09432989	MAPK1	mitogen-activated protein kinase 1
1562619_at	1.77e-01	8.59e-02	-1.74	-5.193912	-0.28432704	NME9	NME/NM23 family member 9
201354_s_at	1.77e-01	8.60e-02	-1.74	-5.194025	-0.19316722	BAZ2A	bromodomain adjacent to zinc finger domain 2A
204839_at	1.77e-01	8.60e-02	-1.74	-5.194084	-0.11167125	POP5	POP5 homolog, ribonuclease P/MRP subunit
225380_at	1.77e-01	8.60e-02	-1.74	-5.194172	-0.38131401	PKDCC	protein kinase domain containing, cytoplasmic
1557180_at	1.77e-01	8.60e-02	1.74	-5.194773	0.85272334	C11orf87	chromosome 11 open reading frame 87
236705_at	1.77e-01	8.61e-02	-1.74	-5.195256	-0.71695174	TMEM196	transmembrane protein 196
1554286_at	1.77e-01	8.61e-02	-1.74	-5.195286	-0.5131794	FLJ25758	microtubule affinity regulating kinase 1 pseudogene
221749_at	1.78e-01	8.62e-02	-1.74	-5.196583	-0.16659818	YTHDF3	YTH N6-methyladenosine RNA binding protein 3
206022_at	1.78e-01	8.62e-02	-1.74	-5.196683	-0.57980942	NDP	NDP, norrin cystine knot growth factor
235261_at	1.78e-01	8.63e-02	-1.74	-5.196817	-0.47780086	UNC45B	unc-45 myosin chaperone B
203910_at	1.78e-01	8.63e-02	1.74	-5.197443	0.45654218	ARHGAP29	Rho GTPase activating protein 29
244151_at	1.78e-01	8.63e-02	-1.74	-5.197471	-0.47654819	SMLR1	small leucine rich protein 1
213791_at	1.78e-01	8.63e-02	-1.74	-5.197484	-0.39798093	PENK	proenkephalin
1554531_at	1.78e-01	8.64e-02	-1.74	-5.198257	-0.21786358	TTC12	tetratricopeptide repeat domain 12
1555990_at	1.78e-01	8.64e-02	-1.74	-5.198368	-0.29600123	C22orf42	chromosome 22 open reading frame 42
202669_s_at	1.78e-01	8.64e-02	1.74	-5.19862	0.52446555	EFNB2	ephrin B2
207265_s_at	1.78e-01	8.65e-02	1.74	-5.19894	0.2840668	KDELR3	KDEL endoplasmic reticulum protein retention receptor 3
221633_at	1.78e-01	8.65e-02	1.74	-5.199076	0.50396027	NCAPH2	non-SMC condensin II complex subunit H2
207383_s_at	1.78e-01	8.65e-02	1.74	-5.199091	0.32058808	RHBDL1	rhomboid like 1
1558440_at	1.78e-01	8.66e-02	-1.73	-5.199715	-0.56132773	LOC100506351	uncharacterized LOC100506351
220284_at	1.78e-01	8.66e-02	1.73	-5.199735	0.32357614	DKKL1	dickkopf like acrosomal protein 1
225274_at	1.78e-01	8.66e-02	-1.73	-5.200295	-0.1487235	PCYOX1	prenylcysteine oxidase 1
206824_at	1.78e-01	8.66e-02	1.73	-5.200364	0.39230533	CES1P1	carboxylesterase 1 pseudogene 1
219034_at	1.78e-01	8.66e-02	-1.73	-5.200388	-0.12003195	PARP16	poly(ADP-ribose) polymerase family member 16
205519_at	1.78e-01	8.66e-02	-1.73	-5.200435	-0.19713733	WDR76	WD repeat domain 76
203618_at	1.78e-01	8.67e-02	1.73	-5.200785	0.2476656	FAIM2	Fas apoptotic inhibitory molecule 2
235712_at	1.78e-01	8.67e-02	1.73	-5.201334	0.50799321	GAS5-AS1	GAS5 antisense RNA 1
203728_at	1.78e-01	8.68e-02	1.73	-5.201555	0.13905703	BAK1	BCL2 antagonist/killer 1
234639_x_at	1.78e-01	8.68e-02	-1.73	-5.201854	-0.29612019	KRTAP9-8	keratin associated protein 9-8
225502_at	1.79e-01	8.68e-02	-1.73	-5.202153	-0.18568032	DOCK8	dedicator of cytokinesis 8
222691_at	1.79e-01	8.69e-02	1.73	-5.202514	0.18935262	SLC35B3	solute carrier family 35 member B3
223576_at	1.79e-01	8.69e-02	-1.73	-5.20282	-0.15189682	C6orf203	chromosome 6 open reading frame 203
202406_s_at	1.79e-01	8.69e-02	1.73	-5.203034	0.07094225	TIAL1	TIA1 cytotoxic granule-associated RNA binding protein-like 1
210147_at	1.79e-01	8.69e-02	-1.73	-5.203041	-0.71878357	ART3	ADP-ribosyltransferase 3
212437_at	1.79e-01	8.70e-02	1.73	-5.203966	0.15382968	CENPB	centromere protein B
1568791_s_at	1.79e-01	8.71e-02	-1.73	-5.204431	-0.39696455	EDNRB-AS1	EDNRB antisense RNA 1
227484_at	1.79e-01	8.71e-02	1.73	-5.204531	0.76089014	SRGAP1	SLIT-ROBO Rho GTPase activating protein 1
208626_s_at	1.79e-01	8.71e-02	1.73	-5.204544	0.1621378	VAT1	vesicle amine transport 1
244325_at	1.79e-01	8.71e-02	-1.73	-5.204708	-0.6032185	LINC00690	long intergenic non-protein coding RNA 690
220635_at	1.79e-01	8.72e-02	1.73	-5.205673	0.22633649	PSORS1C2	psoriasis susceptibility 1 candidate 2
232203_at	1.79e-01	8.73e-02	-1.73	-5.206338	-0.36690946	NKD1	naked cuticle homolog 1
226319_s_at	1.79e-01	8.73e-02	1.73	-5.206414	0.18617626	ALYREF	Aly/REF export factor
202360_at	1.79e-01	8.74e-02	-1.73	-5.207243	-0.08278466	MAML1	mastermind like transcriptional coactivator 1
202352_s_at	1.79e-01	8.74e-02	1.73	-5.207531	0.09733114	PSMD12	proteasome 26S subunit, non-ATPase 12
221967_at	1.79e-01	8.74e-02	-1.73	-5.207754	-0.32523474	NXPH4	neurexophilin 4
200851_s_at	1.80e-01	8.75e-02	-1.73	-5.207986	-0.10277556	IST1	IST1, ESCRT-III associated factor
1553838_at	1.80e-01	8.75e-02	-1.73	-5.208147	-0.58562656	C4orf45	chromosome 4 open reading frame 45
1552468_a_at	1.80e-01	8.75e-02	-1.73	-5.208186	-0.41150772	DSCR10	Down syndrome critical region 10 (non-protein coding)
203916_at	1.80e-01	8.75e-02	1.73	-5.208342	0.22798143	NDST2	N-deacetylase and N-sulfotransferase 2
205609_at	1.80e-01	8.75e-02	-1.73	-5.208353	-0.27749135	ANGPT1	angiopoietin 1
203940_s_at	1.80e-01	8.75e-02	-1.73	-5.208396	-0.25842638	VASH1	vasohibin 1
225093_at	1.80e-01	8.75e-02	-1.73	-5.208419	-0.12518155	UTRN	utrophin
232374_s_at	1.80e-01	8.77e-02	-1.73	-5.210204	-0.4571238	PRDM6	PR/SET domain 6
201131_s_at	1.80e-01	8.77e-02	-1.73	-5.210227	-0.63095821	CDH1	cadherin 1
205171_at	1.80e-01	8.77e-02	-1.73	-5.210497	-0.22588104	PTPN4	protein tyrosine phosphatase, non-receptor type 4
206243_at	1.80e-01	8.79e-02	1.73	-5.212015	0.70307082	TIMP4	TIMP metallopeptidase inhibitor 4
202913_at	1.80e-01	8.80e-02	1.73	-5.212601	0.14048737	ARHGEF11	Rho guanine nucleotide exchange factor 11
1561650_s_at	1.80e-01	8.80e-02	1.73	-5.212861	0.4505254	LOC285692	uncharacterized LOC285692
217118_s_at	1.80e-01	8.80e-02	1.73	-5.213168	0.20712072	KIAA0930	KIAA0930
204979_s_at	1.81e-01	8.81e-02	-1.73	-5.213711	-0.38756965	SH3BGR	SH3 domain binding glutamate rich protein
1561985_at	1.81e-01	8.81e-02	-1.73	-5.214277	-0.61780211	C14orf39	chromosome 14 open reading frame 39
235420_at	1.81e-01	8.81e-02	-1.73	-5.2143	-0.47054605	HAPLN4	hyaluronan and proteoglycan link protein 4
211503_s_at	1.81e-01	8.82e-02	1.73	-5.215182	0.08980826	RAB14	RAB14, member RAS oncogene family
238136_at	1.81e-01	8.83e-02	1.73	-5.215428	0.44494347	SHISA7	shisa family member 7
221775_x_at	1.81e-01	8.83e-02	1.73	-5.215715	0.1549725	RPL22	ribosomal protein L22
224993_at	1.81e-01	8.84e-02	1.72	-5.216381	0.19112146	MLLT1	MLLT1, super elongation complex subunit
207539_s_at	1.81e-01	8.84e-02	-1.72	-5.216732	-0.7156148	IL4	interleukin 4
211325_x_at	1.81e-01	8.85e-02	-1.72	-5.217181	-0.17054706	DSTNP2	destrin, actin depolymerizing factor pseudogene 2
38269_at	1.81e-01	8.85e-02	1.72	-5.217433	0.18387912	PRKD2	protein kinase D2
203474_at	1.81e-01	8.85e-02	-1.72	-5.217874	-0.14074242	IQGAP2	IQ motif containing GTPase activating protein 2
202806_at	1.81e-01	8.86e-02	-1.72	-5.218386	-0.31296943	DBN1	drebrin 1
200612_s_at	1.81e-01	8.86e-02	1.72	-5.218693	0.13985942	AP2B1	adaptor related protein complex 2 beta 1 subunit
225877_at	1.82e-01	8.87e-02	-1.72	-5.219757	-0.19737308	TYSND1	trypsin domain containing 1
201094_at	1.82e-01	8.88e-02	1.72	-5.220067	0.18789819	RPS29	ribosomal protein S29
218646_at	1.82e-01	8.89e-02	1.72	-5.220981	0.13667069	HPF1	histone PARylation factor 1
236870_at	1.82e-01	8.89e-02	1.72	-5.22129	0.71577972	IQCF4	IQ motif containing F5 pseudogene
231056_at	1.82e-01	8.89e-02	1.72	-5.221316	0.10446535		
207808_s_at	1.82e-01	8.89e-02	-1.72	-5.221578	-0.47184397	PROS1	protein S (alpha)
1555865_at	1.82e-01	8.89e-02	1.72	-5.221624	0.26639082	TOLLIP-AS1	TOLLIP antisense RNA 1 (head to head)
1555575_a_at	1.82e-01	8.90e-02	1.72	-5.222253	0.14288578	KDELR1	KDEL endoplasmic reticulum protein retention receptor 1
1569044_at	1.82e-01	8.90e-02	-1.72	-5.222276	-0.45547144	CDC42BPG	CDC42 binding protein kinase gamma
1564399_a_at	1.82e-01	8.91e-02	-1.72	-5.223019	-0.27811563	ARMCX4	armadillo repeat containing, X-linked 4
201032_at	1.82e-01	8.91e-02	-1.72	-5.223099	-0.10329211	BLCAP	bladder cancer associated protein
212488_at	1.82e-01	8.91e-02	-1.72	-5.223121	-0.50493055	COL5A1	collagen type V alpha 1 chain
223769_x_at	1.82e-01	8.91e-02	1.72	-5.22342	0.17335241	HYI	hydroxypyruvate isomerase (putative)
223362_s_at	1.82e-01	8.92e-02	-1.72	-5.223865	-0.37693552	SEPT3	septin 3
205129_at	1.82e-01	8.92e-02	1.72	-5.224185	0.17507193	NPM3	nucleophosmin/nucleoplasmin 3
232220_at	1.82e-01	8.93e-02	1.72	-5.224593	0.22592395	S100A7A	S100 calcium binding protein A7A
1555733_s_at	1.83e-01	8.94e-02	-1.72	-5.225396	-0.47452579	AP1S3	adaptor related protein complex 1 sigma 3 subunit
211684_s_at	1.83e-01	8.94e-02	1.72	-5.225442	0.13104743	DYNC1I2	dynein cytoplasmic 1 intermediate chain 2
1569065_s_at	1.83e-01	8.94e-02	-1.72	-5.225554	-0.37913968	C15orf62	chromosome 15 open reading frame 62
226026_at	1.83e-01	8.94e-02	1.72	-5.225708	0.21651266	DIRC2	disrupted in renal carcinoma 2
1561490_at	1.83e-01	8.94e-02	-1.72	-5.225831	-0.45471615	NPSR1-AS1	NPSR1 antisense RNA 1
222920_s_at	1.83e-01	8.95e-02	-1.72	-5.226514	-0.25991059	TESPA1	thymocyte expressed, positive selection associated 1
